zipcode,name,place_id,price_level,rating,user_ratings_total,searched_keyword,searched_zipcode,location_lat,location_lng,compound_code,global_code,art_gallery,atm,bakery,bar,beauty_salon,bicycle_store,book_store,cafe,car_dealer,car_repair,car_wash,clothing_store,convenience_store,department_store,drugstore,electronics_store,establishment,finance,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,hair_care,hardware_store,health,home_goods_store,jewelry_store,laundry,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,movie_rental,night_club,park,parking,pet_store,pharmacy,point_of_interest,premise,restaurant,school,shoe_store,shopping_mall,spa,storage,store,supermarket,tourist_attraction,travel_agency,population,population_density_square_miles,housing_units,home_price_to_income_ratios,price_level*rating,avg_price_level_by_zipcode,avg_rating_by_zipcode,avg_user_ratings_total_by_zipcode,total_number_of_bars_by_zipcode,total_number_of_cafes_by_zipcode,user_ratings_total_per_capita,rating_weighed_population_density,open_now_False,open_now_True,open_now_nan
10471,New King's Wok Kitchen,ChIJ9fspdlrywokR1oaphHY1iV0,1.0,4.1,55,restaurant,10471,40.910483,-73.8968948,W463+56 New York,87G8W463+56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21896,8515.1,9668,4.031175983291913,4.1,1.565217391304348,4.084090909090908,128.5,7,7,0.0025118743149433686,34911.909999999996,0,1,0
10465,Mama Puebla,ChIJ9wgdeUeLwokRx15bzhipegY,2.0,4.3,230,restaurant,10465,40.831959000000005,-73.827011,"R5JF+Q5 The Bronx, New York",87G8R5JF+Q5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44205,13012.4,16842,6.178137868335205,8.6,1.5,4.10625,268.5416666666667,4,9,0.005203031331297365,55953.32,0,1,0
11428,Windies,ChIJccIzUdJjwokRvG3HMUnCAto,1.0,4.1,158,restaurant,11428,40.7173991,-73.73848840000001,"P786+XJ Jamaica, Queens, NY",87G8P786+XJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18929,22762.2,5973,6.4071425663848895,4.1,1.2142857142857142,3.9500000000000006,132.0,2,3,0.008346980823075703,93325.01999999999,0,1,0
10302,Boston Market,ChIJRw6oa85NwokRVn64Jlf5Iio,1.0,4.2,314,restaurant,10302,40.62463930000001,-74.13740609999998,"JVF7+V2 Staten Island, New York",87G7JVF7+V2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18204,15312.2,6877,5.8889599550723055,4.2,1.5714285714285714,4.137209302325582,214.34883720930233,3,3,0.01724895627334652,64311.240000000005,0,1,0
11207,Beijing House,ChIJrwU2SjxcwokRc4jfWZz7yNI,2.0,3.9,55,restaurant,11207,40.6915424,-73.909308,"M3RR+J7 Brooklyn, New York",87G8M3RR+J7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,91972,34421.0,37265,12.630561447788846,7.8,1.2857142857142858,4.056603773584905,249.32075471698113,2,13,0.0005980080894185187,134241.9,0,1,0
11697,Breezy Point Lumber Yard,ChIJF_PkG8JDwokRkwHkW8paDfA,,5.0,1,stores,11697,40.5614959,-73.9113942,H36Q+HC New York,87G8H36Q+HC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3540,1363.9,2553,5.511681791851709,,1.6666666666666667,4.314285714285714,68.57142857142857,3,1,0.0002824858757062147,6819.5,1,0,0
11692,Batesy’s BBQ and Bar,ChIJD3uLBJlpwokRBycOKSmlSIk,,4.1,55,restaurant,11692,40.5906714,-73.79710159999998,"H6R3+75 Arverne, Queens, NY",87G8H6R3+75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20991,20937.3,7411,8.674813737961113,,1.5,3.4470588235294133,112.3529411764706,0,3,0.002620170549283026,85842.93,0,1,0
11415,CVS,ChIJr0fLHLpgwokRsi_XQ_Q17vo,,3.4,73,stores,11415,40.70353720000001,-73.8245297,"P53G+C5 Kew Gardens, Queens, NY",87G8P53G+C5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19372,34228.7,9521,5.097080270594781,,1.4583333333333333,4.082926829268293,202.4878048780488,2,7,0.0037683254181292585,116377.57999999999,0,1,0
11206,Lydia Fashion of NY Corp.,ChIJnWJU5ftbwokRlqSIOErGAtw,,4.2,28,stores,11206,40.7042478,-73.94254819999998,"P334+MX Brooklyn, New York",87G8P334+MX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88349,61590.7,32775,17.99802219536315,,1.5666666666666667,4.285454545454545,191.5090909090909,5,15,0.00031692492274955006,258680.94,0,1,0
11373,Q Town Asian Cuisine Inc.,ChIJ79nuh_lfwokRIkTlh8VLnzU,,4.2,167,restaurant,11373,40.7414555,-73.8802527,"P4R9+HV Elmhurst, Queens, NY",87G8P4R9+HV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,93967,61733.7,33886,10.657835609479712,,1.6585365853658536,4.076923076923077,1042.7884615384614,3,12,0.0017772196622218438,259281.54,0,1,0
10026,Starbucks,ChIJZYAk_xf2wokRxo18PcL__eY,2.0,4.0,393,coffee shops,10026,40.8012533,-73.9593069,R22R+G7 New York,87G8R22R+G7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39363,118443.8,17091,14.180422525643639,8.0,1.9,4.105882352941178,326.94117647058823,9,12,0.009983995122322994,473775.2,0,1,0
11232,Castillo Restaurant,ChIJPTHywcdawokRdrunEJxfTzc,2.0,4.1,207,restaurant,11232,40.650387200000004,-74.00505129999998,"MX2V+5X Brooklyn, New York",87G7MX2V+5X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27602,23174.4,9287,12.453010006883039,8.2,1.2962962962962963,4.353846153846154,417.4807692307692,5,13,0.00749945656111876,95015.04,0,1,0
10023,Sprint Store,ChIJvyYZNKJZwokRwXivHT9_p6M,2.0,4.6,9,stores,10023,40.7814689,-73.98086040000001,Q2J9+HM New York,87G8Q2J9+HM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62435,127409.5,41492,8.620028822862048,9.2,1.981818181818182,4.259090909090911,405.2121212121212,11,20,0.00014414991591254906,586083.7,0,1,0
10065,Birch Coffee,ChIJK1yXQO9YwokRPj9clv8k-gQ,2.0,4.5,472,coffee shops,10065,40.7638094,-73.9666075,Q27M+G9 New York,87G8Q27M+G9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28109,73936.2,21156,12.15701668302257,9.0,2.1956521739130435,4.100000000000001,252.81034482758622,9,15,0.016791774876374115,332712.89999999997,0,1,0
11372,7-Eleven,ChIJtcsrk6lfwokRS7U3iWGk2cA,1.0,2.7,21,stores,11372,40.7471579,-73.88728329999998,P4W7+V3 New York,87G8P4W7+V3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61844,83481.2,26057,5.764148768245748,2.7,1.6216216216216217,3.947272727272726,331.4909090909091,6,16,0.00033956406442015393,225399.24000000002,0,1,0
10312,Shamrock Paints,ChIJieCiuKBLwokRa1Oh7AoWJxk,,4.3,20,stores,10312,40.559521600000004,-74.16830990000001,HR5J+RM New York,87G7HR5J+RM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61741,8143.6,22465,5.448960700159891,,1.7272727272727273,4.036842105263157,204.42105263157896,4,9,0.0003239338527072772,35017.48,0,1,0
10011,XYST,ChIJxa60zaJZwokR06rLJODYFh4,3.0,4.3,267,restaurant,10011,40.73866629999999,-73.9945022,P2Q4+F5 New York,87G8P2Q4+F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50472,76262.9,33707,7.4969093326491105,12.899999999999999,2.2222222222222223,4.089473684210526,549.0175438596491,6,17,0.005290061816452686,327930.47,0,1,0
11416,T-Mobile,ChIJ6ZWj5vVdwokRrlR3OG5kAoc,2.0,3.8,64,stores,11416,40.68048599999999,-73.841691,"M5J5+58 Ozone Park, Queens, NY",87G8M5J5+58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,27125,40992.1,7768,7.780791864929367,7.6,1.4444444444444444,3.9972972972972967,302.3783783783784,0,3,0.002359447004608295,155769.97999999998,0,1,0
10312,Annadale Bakery,ChIJpwhsL_xKwokR9nZAa2nF7Q4,2.0,4.7,171,coffee shops,10312,40.5418027,-74.1773002,"GRRF+P3 Staten Island, New York",87G7GRRF+P3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,61741,8143.6,22465,5.448960700159891,9.4,1.7272727272727273,4.036842105263157,204.42105263157896,4,9,0.0027696344406472197,38274.920000000006,0,1,0
10475,Mingles,ChIJl6518tCMwokR1BeBCxBoTVc,2.0,4.2,747,restaurant,10475,40.883858399999994,-73.8324938,"V5M9+G2 The Bronx, New York",87G8V5M9+G2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43208,25123.6,19080,0.5429650613786591,8.4,1.55,3.944680851063829,621.6808510638298,3,8,0.017288465099055732,105519.12,0,1,0
10012,Starbucks,ChIJfVZjYJBZwokRaZnXEVymdts,2.0,2.6,232,coffee shops,10012,40.729569,-73.996229,P2H3+RG New York,87G8P2H3+RG,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23411,72416.2,14052,15.310399222282346,5.2,2.13953488372093,4.227118644067796,570.6271186440678,7,19,0.009909871427961214,188282.12,0,1,0
11228,Parkway,ChIJ-_43HkBFwokRwMZ1q8gP7Pc,1.0,4.4,179,restaurant,11228,40.6202389,-74.007818,"JXCR+3V Brooklyn, New York",87G7JXCR+3V,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,44994,30556.6,16476,12.731368997658699,4.4,1.4761904761904763,4.055555555555557,136.46666666666667,1,6,0.003978308218873627,134449.04,0,1,0
11370,Big Apple BBQ & Fireplace,ChIJ84uPJHJfwokR7SS8TokPmn4,,4.5,39,stores,11370,40.7674798,-73.8985517,Q482+XH New York,87G8Q482+XH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32514,21817.0,10406,10.313680911855974,,1.4736842105263157,3.960526315789473,243.94736842105263,1,2,0.0011994832995017531,98176.5,1,0,0
11101,Bellwether,ChIJ-SBdDCRZwokRu0x9Neuuoow,,4.5,198,restaurant,11101,40.7448686,-73.95314619999998,P2VW+WP New York,87G8P2VW+WP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30043,11539.2,16814,14.133227306092488,,1.66,4.131081081081081,454.56756756756755,11,21,0.006590553539926106,51926.4,0,1,0
10035,McDonald's,ChIJlUZ2nAj2wokRMtsfoYK32cA,1.0,3.4,847,coffee shops,10035,40.798618,-73.93978899999998,Q3X6+C3 New York,87G8Q3X6+C3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,35743,25093.7,15531,19.70679166251122,3.4,1.4166666666666667,4.023529411764707,273.05882352941177,4,11,0.023696947654086115,85318.58,0,1,0
11367,Melas,ChIJ73bSCfVgwokRfwp-1l0fYhk,,4.0,399,restaurant,11367,40.72952730000001,-73.8154132,"P5HM+RR Flushing, Queens, NY",87G8P5HM+RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41824,17756.9,15802,8.280254777070066,,1.2142857142857142,4.213513513513514,296.64864864864865,0,3,0.009539977046671767,71027.6,0,1,0
11375,Reef,ChIJn0qnpSBewokR5nuxfujgvtE,2.0,4.3,342,restaurant,11375,40.7195414,-73.84242059999998,P595+R2 New York,87G8P595+R2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,73488,36942.9,35281,4.905515134960642,8.6,1.8055555555555556,4.133333333333332,347.0416666666667,7,14,0.0046538210320052256,158854.47,0,1,0
10001,Variety Coffee Roasters,ChIJ49KnM6VZwokRArJkBByO0Dc,,4.5,357,coffee shops,10001,40.745199,-73.99456169999998,P2W4+35 New York,87G8P2W4+35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22924,37306.6,14141,3.8790863701059575,,1.9814814814814814,4.15,1872.6612903225807,9,22,0.015573198394695516,167879.69999999998,0,1,0
10451,Double Dutch Bronx,ChIJjaUo2N31wokRp-65go_gGB4,2.0,4.5,165,coffee shops,10454,40.8086359,-73.92996409999998,"R35C+F2 The Bronx, New York",87G8R35C+F2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47798,46447.4,19884,4.688634556204834,9.0,1.4166666666666667,3.9301886792452843,384.0188679245283,6,15,0.0034520272814762124,209013.30000000002,1,0,0
10457,4 Guys Thrift,ChIJqyfPL2T0wokRRF3q5A3gTLA,,0.0,0,stores,10457,40.8470266,-73.89725729999998,R4W3+R3 New York,87G8R4W3+R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74554,70392.0,25867,13.7345003646973,,1.2380952380952381,3.8729166666666672,214.22916666666666,2,8,0.0,0.0,0,0,1
10025,Marlow Bistro,ChIJtSHevTz2wokR1jY59paKMww,2.0,4.3,378,restaurant,10025,40.802973,-73.9642863,R23P+57 New York,87G8R23P+57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92805,123470.6,48359,11.886419178401024,8.6,1.7826086956521738,4.052542372881357,258.3220338983051,7,19,0.004073056408598674,530923.58,0,1,0
11103,CVS,ChIJcQMrkT5fwokRanx_j4T3-cI,,2.6,63,stores,11103,40.76134709999999,-73.9168207,Q36M+G7 New York,87G8Q36M+G7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,36140,50794.4,18016,11.095090779288045,,1.7894736842105263,4.2672727272727276,216.47272727272727,5,14,0.0017432208079690094,132065.44,0,1,0
10305,Bocelli,ChIJtezdauROwokRWI_0uphXQZ8,3.0,4.5,349,restaurant,10305,40.5972222,-74.0841667,"HWW8+V8 Staten Island, New York",87G7HWW8+V8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42298,10631.3,16068,5.7589980258599285,13.5,1.8518518518518519,4.202222222222223,178.0888888888889,7,6,0.008250981133859758,47840.85,0,1,0
11102,INFINITEA NY,ChIJaQFf-UVfwokRwDa8cUgJBFU,,4.6,119,coffee shops,11102,40.7717552,-73.92386809999998,"Q3CG+PF Astoria, Queens, NY",87G8Q3CG+PF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,30800,39056.5,16259,9.583717046217242,,1.5416666666666667,4.143137254901961,148.72549019607843,1,11,0.003863636363636364,179659.9,0,1,0
11105,The Pomeroy,ChIJ0-b5H2ZfwokRtFGurZEYQpw,2.0,4.4,321,restaurant,11105,40.77402120000001,-73.9079411,"Q3FR+JR Astoria, Queens, NY",87G8Q3FR+JR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37382,22221.8,17396,10.934436647331632,8.8,1.6764705882352942,4.257692307692308,262.86538461538464,4,13,0.00858702049114547,97775.92,0,1,0
10040,Locksmith Bar,ChIJ8eptJAP0wokRedQqUtMxdYM,2.0,4.4,392,restaurant,10040,40.857349600000006,-73.9325526,V348+WX New York,87G8V348+WX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44571,116782.2,17282,8.369221630566221,8.8,1.48,3.8840909090909093,169.9318181818182,6,6,0.008794956361759889,513841.68000000005,0,1,0
11358,CVS,ChIJ9YO5jNZhwokRoWaf87QS6XA,,4.2,22,stores,11358,40.763661799999994,-73.7875388,"Q676+FX Flushing, Queens, NY",87G8Q676+FX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37190,19084.4,13993,11.380786039407823,,1.6,4.211320754716981,191.0754716981132,1,14,0.0005915568701263781,80154.48000000001,0,1,0
10002,Balvanera,ChIJvRNghoFZwokR8r6CDQqyalA,2.0,4.6,322,restaurant,10002,40.720660200000005,-73.9853885,P2C7+7R New York,87G8P2C7+7R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,74993,85369.8,35724,18.55043364287905,9.2,1.75,4.278333333333333,715.0833333333334,9,24,0.004293734081847639,392701.07999999996,0,1,0
11210,Ital Fusion,ChIJD8jwdlJbwokRZ3kKHF-TeP8,2.0,4.6,176,restaurant,11210,40.6346749,-73.9476888,"J3M2+VW Brooklyn, New York",87G8J3M2+VW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,67040,40836.5,24128,9.455235204855844,9.2,1.2727272727272727,4.084313725490196,322.5686274509804,1,10,0.0026252983293556086,187847.9,0,1,0
11216,Vape N Cloud Smoke Shop,ChIJp7c-EZtbwokRC6DNiZ3Sg0A,,4.7,170,stores,11216,40.6777749,-73.949472,"M3H2+46 Brooklyn, New York",87G8M3H2+46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56308,60233.5,27273,17.566793737013462,,1.4285714285714286,4.2740740740740755,235.0185185185185,1,15,0.0030191091851957093,283097.45,0,1,0
10012,Duane Reade,ChIJ7_nh6JhZwokRRAugG9iOrXo,2.0,3.6,11,stores,10012,40.7283696,-73.9945453,P2H4+85 New York,87G8P2H4+85,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23411,72416.2,14052,15.310399222282346,7.2,2.13953488372093,4.227118644067796,570.6271186440678,7,19,0.00046986459356712656,260698.32,0,1,0
10033,Mambi,ChIJu3XVJaD2wokR8vwbqmztsPk,1.0,4.3,884,restaurant,10033,40.847717200000005,-73.9382545,R3X6+3M New York,87G8R3X6+3M,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,59607,99980.2,20794,8.45872999624663,4.3,1.5142857142857142,4.156363636363636,355.6,10,15,0.01483047293103159,429914.86,0,1,0
11216,Cafe Rue Dix,ChIJi1Iydp5bwokRpwUQu1NrOXM,2.0,4.5,427,coffee shops,11213,40.6735187,-73.95381400000001,"M2FW+CF Brooklyn, New York",87G8M2FW+CF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,56308,60233.5,27273,17.566793737013462,9.0,1.4285714285714286,4.2740740740740755,235.0185185185185,1,15,0.007583291894579811,271050.75,0,1,0
10034,McDonald's,ChIJxWox_vbzwokRfjU-4l8ItBc,1.0,3.6,504,coffee shops,10034,40.867396,-73.921301,V38H+XF New York,87G8V38H+XF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,42910,39355.3,16650,6.261422618612473,3.6,1.6666666666666667,4.228571428571429,276.48979591836735,6,15,0.011745513866231648,141679.08000000002,0,1,0
11109,BLVD Wine Bar,ChIJ1fzCLyJZwokRxT5n3Elo7lg,2.0,4.6,165,restaurant,11109,40.746134000000005,-73.9569887,P2WV+F6 New York,87G8P2WV+F6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5981,120172.5,4066,5.366444579043004,9.2,2.0,4.25,582.375,4,1,0.02758735997324862,552793.5,0,1,0
11216,Oaxaca Taqueria,ChIJ79B_pJZbwokRxjk2ivbgNKU,1.0,4.2,260,restaurant,11216,40.68634,-73.95476699999998,"M2PW+G3 Brooklyn, New York",87G8M2PW+G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,56308,60233.5,27273,17.566793737013462,4.2,1.4285714285714286,4.2740740740740755,235.0185185185185,1,15,0.004617461106769909,252980.7,0,1,0
11691,Beijing,ChIJeQRzWvtlwokRf6JmjIXFg7M,1.0,4.0,78,restaurant,11691,40.60666079999999,-73.750355,J64X+MV New York,87G8J64X+MV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,67094,24372.6,22126,10.022319977463324,4.0,1.125,4.059574468085106,128.5531914893617,0,8,0.0011625480668912272,97490.4,0,1,0
11206,Mike's Pizza,ChIJ9YH38_FbwokRyCjlPp73O-4,1.0,4.3,170,restaurant,11206,40.6957953,-73.9465495,M3W3+89 New York,87G8M3W3+89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,88349,61590.7,32775,17.99802219536315,4.3,1.5666666666666667,4.285454545454545,191.5090909090909,5,15,0.0019241870309794113,264840.00999999995,0,1,0
10029,Lexington Pizza Parlour,ChIJl8RU8KdYwokR-qIHZgkqnkU,2.0,4.4,216,restaurant,10029,40.789228,-73.948695,Q3Q2+MG New York,87G8Q3Q2+MG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,79597,98058.8,34108,20.378645343367825,8.8,1.7058823529411764,4.152830188679247,212.03773584905662,10,14,0.002713670113195221,431458.72000000003,0,1,0
